"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","WT01","WT01_ATTRIBUTES"
"USC00137572","1948-08-01","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-02","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-03","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   18",",,0",,,,,,
"USC00137572","1948-08-04","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    8",",,0",,,,,,
"USC00137572","1948-08-05","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-06","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-07","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   46",",,0",,,,,,
"USC00137572","1948-08-08","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  224",",,0",,,,,,
"USC00137572","1948-08-09","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   10",",,0",,,,,,
"USC00137572","1948-08-10","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-11","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-12","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-13","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   20",",,0",,,,,,
"USC00137572","1948-08-14","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    8",",,0",,,,,,
"USC00137572","1948-08-15","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   13",",,0",,,,,,
"USC00137572","1948-08-16","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-17","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    5",",,0",,,,,,
"USC00137572","1948-08-18","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-19","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-20","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-21","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-22","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-23","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-24","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-25","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-26","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-27","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  282",",,0",,,,,,
"USC00137572","1948-08-28","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   48",",,0",,,,,,
"USC00137572","1948-08-29","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-30","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-08-31","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-01","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   58",",,0",,,,,,
"USC00137572","1948-09-02","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-03","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-04","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-05","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-06","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   79",",,0",,,,,,
"USC00137572","1948-09-07","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-08","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-09","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-10","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-11","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-12","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-13","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-14","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-15","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-16","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-17","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-18","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-19","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  152",",,0",,,,,,
"USC00137572","1948-09-20","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  229",",,0",,,,,,
"USC00137572","1948-09-21","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-22","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-23","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-24","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-25","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-26","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-27","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-28","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-29","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-09-30","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-01","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-02","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-03","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-04","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-05","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-06","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  264",",,0",,,,,,
"USC00137572","1948-10-07","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","  191",",,0",,,,,,
"USC00137572","1948-10-08","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    3",",,0",,,,,,
"USC00137572","1948-10-09","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-10","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-11","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-12","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-13","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-14","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-15","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-16","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-17","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-18","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-19","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-20","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-21","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-22","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-23","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-24","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-25","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-26","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-27","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-28","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
"USC00137572","1948-10-29","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   91",",,0",,,,,,
"USC00137572","1948-10-30","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","   13",",,0",,,,,,
"USC00137572","1948-10-31","42.9216","-93.2827","349.0","SHEFFIELD 3 NW, IA US","    0",",,0",,,,,,
